tea_name,name
TEA_E2521,ESCO.0216.00806
TEA_E2524,ESCO.0216.00181
TEA_E2540,ESCO.0216.00877
TEA_E2549,ESCO.0216.00717
TEA_E2558,ESCO.0216.00692
TEA_E258,ESCO.0216.00176
TEA_E2590,ESCO.0216.01015
TEA_E2606,ESCO.0216.00574
TEA_E2711,ESCO.0216.01051
TEA_E2712,ESCO.0216.01037
TEA_E2726,ESCO.0216.01153
TEA_E2810,ESCO.0216.00313
TEA_E2814,ESCO.0216.00325
TEA_E2844,ESCO.0216.00172
TEA_E2845,ESCO.0216.00330
TEA_E2848,ESCO.0216.00386
TEA_E2851,ESCO.0216.00505
TEA_E2853,ESCO.0216.00155
TEA_E2873,ESCO.0216.00952
TEA_E2878,ESCO.0216.00642
TEA_E2893,ESCO.0216.00535
TEA_E2938,ESCO.0216.01046
TEA_E3071,ESCO.0216.01238
TEA_E3094,ESCO.0216.01298
TEA_E3317,ESCO.0216.00584
TEA_E3340,ESCO.0216.00713
TEA_E3466,ESCO.0216.01053
TEA_E3628,ESCO.0216.00708
TEA_E3676,ESCO.0216.00267
TEA_E3809,ESCO.0216.00978
TEA_E3885,ESCO.0216.00805
TEA_E4068,ESCO.0216.01110
TEA_E4150,ESCO.0216.01189
TEA_E4173,ESCO.0216.00158
TEA_E4206,ESCO.0216.00680
TEA_E4259,ESCO.0216.00186
TEA_E4453,ESCO.0216.01270
TEA_E4478,ESCO.0216.00905
TEA_E4486,ESCO.0216.01337
TEA_E4665,ESCO.0216.00477
TEA_E4679,ESCO.0216.01308
TEA_E4712,ESCO.0216.00573
TEA_E4726,ESCO.0216.00846
TEA_E4735,ESCO.0216.00398
TEA_E4762,ESCO.0216.00203
TEA_E4766,ESCO.0216.00415
TEA_E4770,ESCO.0216.00382
TEA_E4830,ESCO.0216.01054
TEA_E4906,ESCO.0216.00271
TEA_E4921,ESCO.0216.01217
TEA_E4931,ESCO.0216.00089
TEA_E4942,ESCO.0216.00082
TEA_E4963,ESCO.0216.00440
TEA_E4970,ESCO.0216.00569
TEA_E4980,ESCO.0216.01242
TEA_E5008,ESCO.0216.00636
TEA_E5021,ESCO.0216.01078
TEA_E5060,ESCO.0216.01091
TEA_E5129,ESCO.0216.00872
TEA_E5150,ESCO.0216.00334
TEA_E5183,ESCO.0216.01002
TEA_E5203,ESCO.0216.00868
TEA_E5260,ESCO.0216.00988
TEA_E5261,ESCO.0216.01334
TEA_E5356,ESCO.0216.00336
TEA_E5359,ESCO.0216.00348
TEA_E5381,ESCO.0216.00388
TEA_E5405,ESCO.0216.00331
TEA_E5415,ESCO.0216.01031
TEA_E5448,ESCO.0216.00930
TEA_E5456,ESCO.0216.00559
TEA_E5472,ESCO.0216.00758
TEA_E5476,ESCO.0216.01160
TEA_E5493,ESCO.0216.01064
TEA_E5499,ESCO.0216.00755
TEA_E5545,ESCO.0216.00738
TEA_E5548,ESCO.0216.00824
TEA_E5555,ESCO.0216.00698
TEA_E5562,ESCO.0216.00400
TEA_E5598,ESCO.0216.00628
TEA_E5623,ESCO.0216.00216
TEA_E5627,ESCO.0216.01371
TEA_E5628,ESCO.0216.00568
TEA_E5629,ESCO.0216.00101
TEA_E5631,ESCO.0216.00103
TEA_E5633,ESCO.0216.00647
TEA_E5636,ESCO.0216.00227
TEA_E5753,ESCO.0216.00633
TEA_E5795,ESCO.0216.00065
TEA_E5895,ESCO.0216.00802
TEA_E5897,ESCO.0216.00965
TEA_E5938,ESCO.0216.00617
TEA_E5939,ESCO.0216.00215
TEA_E5948,ESCO.0216.00770
TEA_E5953,ESCO.0216.00446
TEA_E5955,ESCO.0216.00399
TEA_E5976,ESCO.0216.00507
TEA_E5993,ESCO.0216.00550
TEA_E6003,ESCO.0216.00671
TEA_E6007,ESCO.0216.00558
TEA_E600,ESCO.0216.00894
TEA_E6042,ESCO.0216.01089
TEA_E6062,ESCO.0216.00851
TEA_E6082,ESCO.0216.00638
TEA_E6181,ESCO.0216.00922
TEA_E6249,ESCO.0216.00299
TEA_E6387,ESCO.0216.01374
TEA_E6389,ESCO.0216.00532
TEA_E6649,ESCO.0216.00674
TEA_E6705,ESCO.0216.01313
TEA_E6882,ESCO.0216.00767
TEA_E7041,ESCO.0216.00395
TEA_E7087,ESCO.0216.00141
TEA_E7090,ESCO.0216.00122
TEA_E7112,ESCO.0216.00169
TEA_E7143,ESCO.0216.01416
TEA_E7147,ESCO.0216.00448
TEA_E7180,ESCO.0216.00347
TEA_E7185,ESCO.0216.00456
TEA_E7188,ESCO.0216.00588
TEA_E7193,ESCO.0216.00258
TEA_E7207,ESCO.0216.00402
TEA_E7242,ESCO.0216.00323
TEA_E7253,ESCO.0216.00298
TEA_E7267,ESCO.0216.00981
TEA_E7285,ESCO.0216.00668
TEA_E7322,ESCO.0216.00644
TEA_E7355,ESCO.0216.01164
TEA_E7411,ESCO.0216.00646
TEA_E7412,ESCO.0216.00428
TEA_E7542,ESCO.0216.00426
TEA_E7553,ESCO.0216.01019
TEA_E7562,ESCO.0216.00469
TEA_E7564,ESCO.0216.00777
TEA_E7591,ESCO.0216.00083
TEA_E7603,ESCO.0216.00219
TEA_E7615,ESCO.0216.00075
TEA_E7618,ESCO.0216.00126
TEA_E7641,ESCO.0216.01343
TEA_E7645,ESCO.0216.00592
TEA_E7648,ESCO.0216.01404
TEA_E7715,ESCO.0216.00728
TEA_E7727,ESCO.0216.00070
TEA_E7812,ESCO.0216.00449
TEA_E7861,ESCO.0216.00673
TEA_E8084,ESCO.0216.00187
TEA_E8085,ESCO.0216.01097
TEA_E8272,ESCO.0216.01056
TEA_E8279,ESCO.0216.00543
TEA_E8382,ESCO.0216.01139
TEA_E8383,ESCO.0216.00788
TEA_E8416,ESCO.0216.00769
TEA_E8483,ESCO.0216.00199
TEA_E8487,ESCO.0216.00703
TEA_E8488,ESCO.0216.00238
TEA_E8492,ESCO.0216.00191
TEA_E8495,ESCO.0216.00291
TEA_E8496,ESCO.0216.00381
TEA_E8580,ESCO.0216.00266
TEA_E8599,ESCO.0216.00740
TEA_E8600,ESCO.0216.00445
TEA_E8610,ESCO.0216.00820
TEA_E8612,ESCO.0216.00368
TEA_E8619,ESCO.0216.01329
TEA_E8621,ESCO.0216.00223
TEA_E8647,ESCO.0216.00666
TEA_E8659,ESCO.0216.00731
TEA_E8660,ESCO.0216.01100
TEA_E8707,ESCO.0216.00294
TEA_E8732,ESCO.0216.00321
TEA_E8766,ESCO.0216.00099
TEA_E8769,ESCO.0216.01356
TEA_E8784,ESCO.0216.00579
TEA_E8792,ESCO.0216.00606
TEA_E8797,ESCO.0216.00916
TEA_E8811,ESCO.0216.00762
TEA_E8848,ESCO.0216.00611
TEA_E8856,ESCO.0216.00752
TEA_E8988,ESCO.0216.00730
TEA_E9138,ESCO.0216.00643
TEA_E9141,ESCO.0216.00909
TEA_E9180,ESCO.0216.00246
TEA_E9182,ESCO.0216.00193
TEA_E9202,ESCO.0216.00292
TEA_E9207,ESCO.0216.00453
TEA_E9208,ESCO.0216.00468
TEA_E9213,ESCO.0216.01408
TEA_E9254,ESCO.0216.00379
TEA_E9273,ESCO.0216.00695
TEA_E9303,ESCO.0216.00756
TEA_E9319,ESCO.0216.00798
TEA_E9345,ESCO.0216.00432
TEA_E9427,ESCO.0216.00949
TEA_E9432,ESCO.0216.01027
TEA_E9465,ESCO.0216.00913
TEA_E9472,ESCO.0216.01255
TEA_E9567,ESCO.0216.00614
TEA_E9576,ESCO.0216.01321
TEA_E9644,ESCO.0216.00876
TEA_E9650,ESCO.0216.00776
TEA_E9661,ESCO.0216.00780
TEA_E9693,ESCO.0216.00883
TEA_E9742,ESCO.0216.00803
TEA_E9781,ESCO.0216.00497
TEA_E9783,ESCO.0216.00154
TEA_E9790,ESCO.0216.00919
TEA_E9791,ESCO.0216.00576
TEA_E9796,ESCO.0216.00383
TEA_E9802,ESCO.0216.00470
TEA_E9844,ESCO.0216.00180
TEA_E9855,ESCO.0216.00433
TEA_E9866,ESCO.0216.00247
TEA_E9870,ESCO.0216.00479
TEA_E9872,ESCO.0216.00416
TEA_E9890,ESCO.0216.01008
TEA_GNB_2711,ESCO.0216.01375
TEA_GNB_2781,ESCO.0216.01354
TEA_GNB_2809,ESCO.0216.01347
TEA_GNB_2829,ESCO.0216.01340
TEA_GNB_2838,ESCO.0216.01316
TEA_GNB_2846,ESCO.0216.00094
TEA_GNB_3401,ESCO.0216.00378
TEA_GNB_3697,ESCO.0216.01361
TEA_GOOG6,ESCO.0216.01035
TEA_H002,ESCO.0216.01144
TEA_H008,ESCO.0216.00111
TEA_H019,ESCO.0216.00555
TEA_H020,ESCO.0216.00281
TEA_H022,ESCO.0216.00110
TEA_H025,ESCO.0216.00640
TEA_H030,ESCO.0216.01338
TEA_H034,ESCO.0216.01135
TEA_H035,ESCO.0216.00605
TEA_H038,ESCO.0216.01395
TEA_H053,ESCO.0216.00847
TEA_H055,ESCO.0216.00260
TEA_H062,ESCO.0216.00121
TEA_H071,ESCO.0216.01401
TEA_H073,ESCO.0216.00152
TEA_H075,ESCO.0216.00995
TEA_H077,ESCO.0216.00124
TEA_H083,ESCO.0216.00120
TEA_H087,ESCO.0216.00086
TEA_H104,ESCO.0216.00080
TEA_H112,ESCO.0216.00352
TEA_H131,ESCO.0216.00222
TEA_H140,ESCO.0216.00659
TEA_H141,ESCO.0216.00463
TEA_H144,ESCO.0216.00069
TEA_H148,ESCO.0216.00084
TEA_H1508309,ESCO.0216.00839
TEA_H1512649,ESCO.0216.00832
TEA_H1512651,ESCO.0216.00315
TEA_H1512653_1,ESCO.0216.00436
TEA_H1512653_2,ESCO.0216.00438
TEA_H1513183,ESCO.0216.00454
TEA_H1513189,ESCO.0216.01140
TEA_H1513191_2,ESCO.0216.00512
TEA_H1513216,ESCO.0216.00743
TEA_H151,ESCO.0216.00087
TEA_H154,ESCO.0216.00095
TEA_H157,ESCO.0216.01114
TEA_H158,ESCO.0216.00243
TEA_H173,ESCO.0216.00167
TEA_H176,ESCO.0216.00604
TEA_H190,ESCO.0216.00459
TEA_H219,ESCO.0216.00066
TEA_H242,ESCO.0216.01017
TEA_H244,ESCO.0216.00483
TEA_H246,ESCO.0216.00194
TEA_H249,ESCO.0216.00123
TEA_H282,ESCO.0216.00464
TEA_H283,ESCO.0216.00296
TEA_H287,ESCO.0216.01062
TEA_H315,ESCO.0216.01227
TEA_H317,ESCO.0216.01226
TEA_H331,ESCO.0216.00250
TEA_H336,ESCO.0216.01400
TEA_H342,ESCO.0216.00420
TEA_H352,ESCO.0216.01360
TEA_H354,ESCO.0216.01043
TEA_H355,ESCO.0216.00098
TEA_H358,ESCO.0216.00113
TEA_H365,ESCO.0216.00081
TEA_H366,ESCO.0216.01363
TEA_H375,ESCO.0216.01171
TEA_H389,ESCO.0216.01021
TEA_H396,ESCO.0216.01406
TEA_H400,ESCO.0216.00994
TEA_H418,ESCO.0216.01105
TEA_H434,ESCO.0216.00077
TEA_H437,ESCO.0216.00409
TEA_H446,ESCO.0216.00951
TEA_H447,ESCO.0216.00870
TEA_H451,ESCO.0216.00163
TEA_H472,ESCO.0216.01079
TEA_H474,ESCO.0216.00174
TEA_H482,ESCO.0216.00897
TEA_H483,ESCO.0216.00789
TEA_H484,ESCO.0216.00714
TEA_H492,ESCO.0216.00934
TEA_H495,ESCO.0216.00754
TEA_H515,ESCO.0216.00374
TEA_H521,ESCO.0216.00670
TEA_H522,ESCO.0216.00239
TEA_H529,ESCO.0216.01246
TEA_H537,ESCO.0216.00582
TEA_H549,ESCO.0216.01273
TEA_H552,ESCO.0216.00389
TEA_H561,ESCO.0216.01301
TEA_H562,ESCO.0216.00410
TEA_H572,ESCO.0216.01231
TEA_H578,ESCO.0216.00200
TEA_H604,ESCO.0216.01172
TEA_H615,ESCO.0216.01399
TEA_H621,ESCO.0216.01198
TEA_H625,ESCO.0216.00794
TEA_H630,ESCO.0216.00138
TEA_H645,ESCO.0216.00307
TEA_H646,ESCO.0216.00274
TEA_H647,ESCO.0216.00649
TEA_H648,ESCO.0216.00134
TEA_H656,ESCO.0216.01025
TEA_H668,ESCO.0216.00734
TEA_H719,ESCO.0216.01405
TEA_H738,ESCO.0216.00815
TEA_H758,ESCO.0216.00567
TEA_Hinze_Dam1,ESCO.0216.01167
TEA_Hunter,ESCO.0216.00622
TEA_M028,ESCO.0216.00757
TEA_M094,ESCO.0216.00349
TEA_M1020,ESCO.0216.00212
TEA_M1025,ESCO.0216.01293
TEA_M1115,ESCO.0216.01389
TEA_M1198,ESCO.0216.00489
TEA_M1213b,ESCO.0216.00787
TEA_M290,ESCO.0216.00339
TEA_M294,ESCO.0216.00429
TEA_M471,ESCO.0216.01187
TEA_M493,ESCO.0216.00519
TEA_M526,ESCO.0216.00153
TEA_M528,ESCO.0216.00160
TEA_M540,ESCO.0216.00616
TEA_M549,ESCO.0216.00586
TEA_M555,ESCO.0216.00460
TEA_M558,ESCO.0216.00189
TEA_M578,ESCO.0216.00276
TEA_M587877,ESCO.0216.00583
TEA_M608,ESCO.0216.00637
TEA_M626,ESCO.0216.00465
TEA_M638178,ESCO.0216.00807
TEA_M638488,ESCO.0216.00411
TEA_M638866,ESCO.0216.00571
TEA_M644693,ESCO.0216.00183
TEA_M651,ESCO.0216.00405
TEA_M652995,ESCO.0216.00975
TEA_M653497,ESCO.0216.00350
TEA_M655,ESCO.0216.00613
TEA_M658539,ESCO.0216.01061
TEA_M660875,ESCO.0216.00882
TEA_M660876,ESCO.0216.01129
TEA_M662,ESCO.0216.00455
TEA_M663105,ESCO.0216.00858
TEA_M663475,ESCO.0216.00157
TEA_M663940,ESCO.0216.00184
TEA_M664361,ESCO.0216.00182
TEA_M665752,ESCO.0216.00322
TEA_M666694,ESCO.0216.00232
TEA_M668546,ESCO.0216.00472
TEA_M671335,ESCO.0216.00178
TEA_M673438,ESCO.0216.00563
TEA_M675220,ESCO.0216.00961
TEA_M676943,ESCO.0216.00441
TEA_M682,ESCO.0216.00836
TEA_M688,ESCO.0216.00971
TEA_M701,ESCO.0216.00179
TEA_M710019,ESCO.0216.00234
TEA_M714,ESCO.0216.00074
TEA_M729,ESCO.0216.00763
TEA_M747,ESCO.0216.01085
TEA_M757,ESCO.0216.00244
TEA_M761,ESCO.0216.00929
TEA_M802,ESCO.0216.00808
TEA_M919,ESCO.0216.00064
TEA_M927,ESCO.0216.00510
TEA_M938,ESCO.0216.00345
TEA_M992,ESCO.0216.00366
TEA_MISC_766,ESCO.0216.00175
TEA_POSS_03,ESCO.0216.00590
TEA_POSS_07,ESCO.0216.00300
TEA_POSS_24,ESCO.0216.00206
TEA_POSS_33,ESCO.0216.00630
TEA_POSS_40,ESCO.0216.00361
TEA_POSS_59,ESCO.0216.00450
TEA_POSS_67,ESCO.0216.00208
TEA_POSS_70,ESCO.0216.00311
TEA_POSS_71,ESCO.0216.00214
TEA_POSS_76,ESCO.0216.00969
TEA_POSS_77,ESCO.0216.00085
TEA_POSS_78,ESCO.0216.00932
TEA_POSS_84,ESCO.0216.00224
TEA_POSS_88,ESCO.0216.00715
TEA_R200,ESCO.0216.00259
TEA_Soil_1,ESCO.0216.00290
TEA_Soil_2,ESCO.0216.00485
TEA_Soil_3,ESCO.0216.00444
TEA_Soil_4,ESCO.0216.00664
TEA_Soil_5,ESCO.0216.00496
TEA_SYD_1_2,ESCO.0216.00562
TEA_TA009,ESCO.0216.00852
TEA_TA010,ESCO.0216.00690
TEA_TA011,ESCO.0216.00742
TEA_TA013,ESCO.0216.00910
TEA_TA029,ESCO.0216.00513
TEA_TA031,ESCO.0216.00557
TEA_TA052,ESCO.0216.00691
TEA_TA058,ESCO.0216.01040
TEA_TA059,ESCO.0216.00263
TEA_TA073,ESCO.0216.00439
TEA_TA078,ESCO.0216.01029
TEA_TA085,ESCO.0216.00451
TEA_TA089,ESCO.0216.00556
TEA_TA092,ESCO.0216.00119
TEA_TA097,ESCO.0216.01133
TEA_TA098,ESCO.0216.01026
TEA_TA106,ESCO.0216.00926
TEA_TA110,ESCO.0216.00678
TEA_TA111,ESCO.0216.01215
TEA_TA112,ESCO.0216.00481
TEA_TA119,ESCO.0216.00900
TEA_TA120,ESCO.0216.01233
TEA_TA132,ESCO.0216.00979
TEA_TA133,ESCO.0216.01016
TEA_TA135,ESCO.0216.01243
TEA_TA137,ESCO.0216.01159
TEA_TA139,ESCO.0216.00861
TEA_TA144,ESCO.0216.00766
TEA_TA146,ESCO.0216.00779
TEA_TA149,ESCO.0216.00190
TEA_TA161,ESCO.0216.00693
TEA_TA204,ESCO.0216.00595
TEA_TA209,ESCO.0216.00302
TEA_TA210,ESCO.0216.00427
TEA_TA224,ESCO.0216.00641
TEA_TA244,ESCO.0216.00431
TEA_TA246,ESCO.0216.00816
TEA_TA256,ESCO.0216.00430
TEA_TA257,ESCO.0216.01261
TEA_TA258,ESCO.0216.00340
TEA_TA260,ESCO.0216.00452
TEA_TA265,ESCO.0216.00341
TEA_TA277,ESCO.0216.00775
TEA_TA309,ESCO.0216.00358
TEA_TA317,ESCO.0216.01034
TEA_TA326,ESCO.0216.01362
TEA_TA336,ESCO.0216.00230
TEA_TA338,ESCO.0216.01118
TEA_TA341,ESCO.0216.00108
TEA_TA348,ESCO.0216.00273
TEA_TA349,ESCO.0216.00140
TEA_TA350,ESCO.0216.00598
TEA_TA361,ESCO.0216.00406
TEA_TA373,ESCO.0216.00686
TEA_TA376,ESCO.0216.00817
TEA_TA383,ESCO.0216.00940
TEA_TA401,ESCO.0216.00209
TEA_TA403,ESCO.0216.01094
TEA_TA421,ESCO.0216.00112
TEA_TA423,ESCO.0216.00998
TEA_TA436,ESCO.0216.00117
TEA_TA447,ESCO.0216.00939
TEA_TA448,ESCO.0216.00404
TEA_TA450,ESCO.0216.00151
TEA_TA455,ESCO.0216.00166
TEA_TA478,ESCO.0216.00228
TEA_W1_2,ESCO.0216.01113
TEA_W1_32,ESCO.0216.00408
TEA_W1_33,ESCO.0216.00254
TEA_W1_36,ESCO.0216.00486
TEA_W1_37,ESCO.0216.00241
TEA_W1_57b,ESCO.0216.00353
TEA_W1_58,ESCO.0216.00173
TEA_W1_65,ESCO.0216.00528
TEA_W1_66,ESCO.0216.01186
TEA_W1_67,ESCO.0216.01045
TEA_W1_69,ESCO.0216.00705
TEA_W1_76,ESCO.0216.01138
TEA_W1_79,ESCO.0216.00835
TEA_W1_80,ESCO.0216.01256
TEA_W2_16,ESCO.0216.00903
TEA_W2_28,ESCO.0216.00487
TEA_W2_31,ESCO.0216.00536
TEA_W2_37,ESCO.0216.00375
TEA_W2_41,ESCO.0216.00627
TEA_W2_47,ESCO.0216.00102
TEA_W2_49,ESCO.0216.00818
TEA_W2_4,ESCO.0216.00547
TEA_W2_50,ESCO.0216.00107
TEA_W2_51,ESCO.0216.00745
TEA_W2_53,ESCO.0216.00517
TEA_W2_56,ESCO.0216.00145
TEA_W2_68,ESCO.0216.01328
TEA_W2_75,ESCO.0216.00889
TEA_W2_76,ESCO.0216.01125
TEA_W2_77,ESCO.0216.01386
TEA_W2_78,ESCO.0216.00833
TEA_W2_79,ESCO.0216.01365
TEA_W2_80,ESCO.0216.01368
TEA_W2_83,ESCO.0216.01417
TEA_W2_87,ESCO.0216.00864
TEA_W2_9,ESCO.0216.00893
TEA_W3_17,ESCO.0216.00658
TEA_W3_20,ESCO.0216.00837
TEA_W3_24,ESCO.0216.01092
TEA_W3_2,ESCO.0216.00624
TEA_W3_32,ESCO.0216.00958
TEA_W3_33,ESCO.0216.00346
TEA_W3_35,ESCO.0216.00076
TEA_W3_57,ESCO.0216.01010
TEA_W3_58,ESCO.0216.01200
TEA_W3_59,ESCO.0216.01407
TEA_W3_61,ESCO.0216.01074
TEA_W3_62,ESCO.0216.01383
TEA_W3_63,ESCO.0216.01197
TEA_W3_67,ESCO.0216.01384
TEA_W3_72,ESCO.0216.00908
TEA_W3_73,ESCO.0216.01418
TEA_W4_17,ESCO.0216.00966
TEA_W4_1,ESCO.0216.01012
TEA_W4_20,ESCO.0216.00591
TEA_W4_22,ESCO.0216.01222
TEA_W4_30,ESCO.0216.00577
TEA_W4_32,ESCO.0216.00580
TEA_W4_33,ESCO.0216.00554
TEA_W4_34,ESCO.0216.00343
TEA_W4_35,ESCO.0216.00963
TEA_W4_36,ESCO.0216.00318
TEA_W4_37,ESCO.0216.00570
TEA_W4_39,ESCO.0216.00667
TEA_W4_40,ESCO.0216.01065
TEA_W4_48,ESCO.0216.01004
TEA_W4_55,ESCO.0216.01410
TEA_W4_59,ESCO.0216.00869
TEA_W4_61,ESCO.0216.01419
TEA_W4_68,ESCO.0216.01177
TEA_W4_8,ESCO.0216.00759
TEA_WA14,ESCO.0216.01391
TEA_WA17,ESCO.0216.01403
TEA_WA1,ESCO.0216.01370
TEA_WA25,ESCO.0216.01394
TEA_WA26,ESCO.0216.01385
TEA_WA27,ESCO.0216.01377
TEA_WA2,ESCO.0216.01326
TEA_WA5,ESCO.0216.01323
TEA_YarraTap_3,ESCO.0216.01287
