Revised_Source_Niche name
"Wild Animal" AusGEM_01844
"Wild Animal" AusGEM_01653
"Wild Animal" AusGEM_01656
"Wild Animal" AusGEM_01761
"Wild Animal" TEA_TA112
"Wild Animal" AusGEM_01841
"Wild Animal" SRR7724788
"Wild Animal" SRR11355609
"Wild Animal" SRR7724844
"Wild Animal" TEA_B1697b
"Wild Animal" AusGEM_01814
"Wild Animal" SRR7724666
"Wild Animal" TEA_TA265
"Wild Animal" AusGEM_01822
"Wild Animal" TEA_TA350
"Wild Animal" TEA_TA258
"Wild Animal" AusGEM_01802
"Wild Animal" SRR7724605
"Wild Animal" SRR7724590
"Wild Animal" TEA_B1714
"Wild Animal" TEA_B1784
"Wild Animal" AusGEM_01840
"Wild Animal" SRR7724709
"Wild Animal" SRR7724745
"Wild Animal" AusGEM_01669
"Wild Animal" SRR11355607
"Wild Animal" AusGEM_01695
"Wild Animal" TEA_TA341
"Wild Animal" TEA_TA010
"Wild Animal" SRR11341636
"Wild Animal" AusGEM_01725
"Wild Animal" SRR11341649
"Wild Animal" SRR7724649
"Wild Animal" SRR7724606
"Wild Animal" TEA_TA085
"Wild Animal" TEA_B564
"Wild Animal" TEA_B1794
"Wild Animal" AusGEM_01578
"Wild Animal" AusGEM_01540
"Wild Animal" SRR7724632
"Wild Animal" SRR11341661
"Wild Animal" TEA_TA013
"Wild Animal" AusGEM_01856
"Wild Animal" TEA_B1688
"Wild Animal" AusGEM_01587
"Wild Animal" AusGEM_01770
"Wild Animal" TEA_M528
"Wild Animal" AusGEM_01869
"Wild Animal" SRR11355613
"Wild Animal" AusGEM_01786
"Wild Animal" AusGEM_01704
"Wild Animal" TEA_TA011
"Wild Animal" AusGEM_01594
"Wild Animal" AusGEM_01740
"Wild Animal" AusGEM_01758
"Wild Animal" TEA_TA455
"Wild Animal" SRR7724616
"Wild Animal" SRR7724717
"Wild Animal" AusGEM_01603
"Wild Animal" AusGEM_01481
"Wild Animal" AusGEM_01058
"Wild Animal" AusGEM_01556
"Wild Animal" TEA_M1198
"Wild Animal" SRR7724598
"Wild Animal" TEA_TA478
"Wild Animal" AusGEM_01823
"Wild Animal" SRR11612995
"Wild Animal" TEA_B1664
"Wild Animal" AusGEM_01048
"Wild Animal" AusGEM_01706
"Wild Animal" SRR7724696
"Wild Animal" AusGEM_01532
"Wild Animal" TEA_M1213b
"Wild Animal" TEA_M938
"Wild Animal" TEA_B1694
"Wild Animal" SRR4241859
"Wild Animal" SRR7724646
"Wild Animal" TEA_B547
"Wild Animal" AusGEM_01558
"Wild Animal" AusGEM_01775
"Wild Animal" AusGEM_01868
"Wild Animal" AusGEM_01750
"Wild Animal" SRR7724718
"Wild Animal" TEA_B250
"Wild Animal" TEA_M655
"Wild Animal" SRR7724766
"Wild Animal" AusGEM_01768
"Wild Animal" SRR11355587
"Wild Animal" AusGEM_01475
"Wild Animal" SRR7724609
"Wild Animal" AusGEM_01696
"Wild Animal" TEA_B977
"Wild Animal" AusGEM_01694
"Wild Animal" AusGEM_01827
"Wild Animal" AusGEM_01674
"Wild Animal" AusGEM_01577
"Wild Animal" AusGEM_01871
"Wild Animal" SRR7724694
"Wild Animal" TEA_POSS_71
"Wild Animal" TEA_B1761
"Wild Animal" SRR7724763
"Wild Animal" AusGEM_01488
"Wild Animal" AusGEM_01837
"Wild Animal" SRR7724771
"Wild Animal" AusGEM_01729
Human AUSMDU00015623
Human SRR9924672
Human AusGEM_01363
Human TEA_7_14_27
Human AUSMDU00010643
Human AusGEM_01943
Human AusGEM_01906
Human AUSMDU00019176
Human SRR7790750
Human TEA_33_3_R3
Human AUSMDU00010661
Human ERR5355889
Human SRR13236433
Human AUSMDU00065546
Human TEA_H030
Human AUSMDU00015563
Human AusGEM_01289
Human AUSMDU00007859
Human AUSMDU00010660
Human AUSMDU00060073
Human AUSMDU00021677
Human AUSMDU00060113
Human AUSMDU00037412
Human SRR9924683
Human AusGEM_02045
Human AUSMDU00029443
Human AUSMDU00015708
Human AUSMDU00015553
Human AUSMDU00016148
Human AUSMDU00038961
Human AUSMDU00008001
Human AUSMDU00040137
Human ERR5355855
Human AUSMDU00041685
Human AUSMDU00008441
Human AUSMDU00042569
Human AUSMDU00010648
Human AUSMDU00021251
Human AusGEM_00836
Human ERR5355671
Human SRR7758963
Human AUSMDU00019235
Human AUSMDU00026545
Human AUSMDU00024356
Human AUSMDU00008435
Human AUSMDU00048779
Human AUSMDU00008666
Human AUSMDU00015849
Human SRR6455979
Human AusGEM_01299
Human SRR7758857
Human ERR5355634
Human AUSMDU00036729
Human AUSMDU00015622
Human AUSMDU00034368
Human ERR5355705
Human TEA_H336
Human ERR5355920
Human AusGEM_01348
Human AUSMDU00031978-B
Human AUSMDU00022561
Human TEA_24_1_Si1
Human AUSMDU00007449
Human ERR5355897
Human AUSMDU00010645
Human AUSMDU00039407
Human AusGEM_01262
Human AUSMDU00016175
Human AusGEM_01899
Human AUSMDU00008523
Human TEA_29_4_DC8
Human AUSMDU00040301
Human AUSMDU00065125
Human AUSMDU00041549
Human AusGEM_02040
Human SRR4241871
Human AUSMDU00024424
Human SRR7828713
Human AUSMDU00011689
Human AusGEM_01133
Human AUSMDU00024980
Human SRR5512156
Human AUSMDU00027031
Human AusGEM_02024
Human AUSMDU00035619
Human AUSMDU00032793
Human TEA_36_1_Ti13
Human AUSMDU00015996
Human SRR7912397
Human AusGEM_01984
Human AUSMDU00015577
Human AUSMDU00015601
Human AUSMDU00018818
Human TEA_H020
Human SRR5512150
Human AUSMDU00018538
Human ERR5355964
Human AusGEM_01162
Human AUSMDU00065821
Human ERR5355710
Human ERR161253
Human SRR9924658
Human AUSMDU00016169
Human SRR7828719
Human AUSMDU00015808
Human ERR5355728
Human SRR5512167
Human AUSMDU00017685
Human AUSMDU00016513
Human AusGEM_01904
Human AusGEM_00839
Human AUSMDU00038476
Human SRR7828700
Human AUSMDU00019364
Human ERR5355827
Human AusGEM_00782
Human ERR5355682
Human AUSMDU00004616
Human AUSMDU00007336
Human AUSMDU00035685
Human AUSMDU00010682
Human AUSMDU00036067
Human ERR5355600
Human AusGEM_01382
Human AUSMDU00008204
Human AusGEM_00788
Human TEA_62_2_Ti6b
Human AUSMDU00023207
Human AUSMDU00019501
Human SRR7828667
Human AUSMDU00008408
Human AusGEM_00825
Human AUSMDU00021615
Human AUSMDU00010788
Human AUSMDU00010930
Human TEA_DMG_1993
Human AUSMDU00023220
Human AUSMDU00011173
Human AusGEM_01284
Human AusGEM_01230
Human AUSMDU00015543
Human AusGEM_01415
Human SRR7790744
Human AUSMDU00034480
Human AUSMDU00012375
Human ERR5355979
Human AusGEM_01352
Human AusGEM_01445
Human AusGEM_01972
Human AUSMDU00034366
Human AusGEM_01131
Human AUSMDU00040302
Human AUSMDU00022392
Human AUSMDU00015833
Human AusGEM_01315
Human AusGEM_01388
Human AUSMDU00010639
Human AUSMDU00034395
Human AUSMDU00016537
Human AusGEM_01288
Human AUSMDU00017270
Human AUSMDU00015598
Human AUSMDU00015705
Human AUSMDU00011714
Human AUSMDU00047247
Human AUSMDU00026903
Human AUSMDU00015611
Human AUSMDU00046205
Human AusGEM_01449
Human AUSMDU00011213
Human AUSMDU00017427
Human AUSMDU00008440
Human AUSMDU00015846
Human AUSMDU00019928
Human AUSMDU00008537
Human AusGEM_00747
Human AusGEM_01154
Human TEA_BS45
Human SRR5512200
Human AUSMDU00011690
Human AUSMDU00010774
Human AUSMDU00023212
Human AUSMDU00049068
Human AUSMDU00037491
Human AusGEM_01385
Human AUSMDU00022105
Human AUSMDU00011818
Human AUSMDU00020089
Human AUSMDU00020385
Human TEA_53_1_AUC1
Human AUSMDU00018198
Human AUSMDU00019767
Human TEA_26_AU_GLYBX
Human AusGEM_01432
Human TEA_BS17
Human AUSMDU00065497
Human AusGEM_01185
Human SRR4241801
Human AUSMDU00034373
Human TEA_2H_255_4
Human SRR4241860
Human AUSMDU00034199
Human SRR9924684
Human AUSMDU00026868
Human SRR9924666
Human AUSMDU00020386
Human ERR5355947
Human AUSMDU00015628
Human AUSMDU00007863
Human AusGEM_00755
Human SRR7790716
Human AusGEM_01356
Human SRR4241793
Human TEA_16_3_C13
Human SRR11094181
Human TEA_20_5_R7
Human SRR7912407
Human AUSMDU00008546
Human AusGEM_01314
Human AUSMDU00017095
Human SRR5512149
Human AUSMDU00011864
Human SRR7912416
Human SRR12875411
Human SRR4241826
Human TEA_M658539
Human ERR5355692
Human AUSMDU00070165
Human SRR4067492
Human TEA_H552
Human TEA_M587877
Human AUSMDU00019970
Human AUSMDU00023713
Human AUSMDU00032387
Human ERR5355958
Human AUSMDU00039410
Human AUSMDU00040616
Human ERR5355602
Human SRR11094206
Human AUSMDU00008207
Human SRR11094210
Human AUSMDU00010673
Human AUSMDU00037923
Human AUSMDU00041492
Human AUSMDU00041340
Human AusGEM_01274
Human AusGEM_02014
Human AusGEM_00821
Human AusGEM_01410
Human SRR5512176
Human TEA_H482
Human AUSMDU00034108
Human TEA_H244
Human AusGEM_00783
Human AUSMDU00004890
Human AusGEM_00819
Human AusGEM_01411
Human AUSMDU00010825
Human SRR7790756
Human TEA_M668546
Human AusGEM_01308
Human SRR7828846
Human AUSMDU00016284
Human ERR5355828
Human AusGEM_01158
Human AUSMDU00028585
Human AUSMDU00031055
Human AUSMDU00029683
Human AusGEM_01980
Human AUSMDU00048973
Human SRR9924618
Human SRR6455973
Human AUSMDU00048786
Human TEA_2H_327_20
Human SRR5512201
Human AUSMDU00046697
Human SRR12844969
Human AUSMDU00035601
Human TEA_CD_27_IM1
Human AUSMDU00035626
Human AUSMDU00014016
Human AusGEM_01931
Human TEA_M664361
Human AusGEM_01161
Human TEA_17_2_DC14
Human AUSMDU00018798
Human AUSMDU00010644
Human TEA_19_1_TC4
Human AusGEM_01204
Human AusGEM_01306
Human AUSMDU00034383
Human AusGEM_01429
Human SRR5936496
Human AUSMDU00036274
Human AUSMDU00008631
Human AUSMDU00040126
Human AUSMDU00022565
Human AusGEM_01171
Human TEA_23_4_R13
Human TEA_H668
Human SRR13236432
Human AusGEM_01120
"Companion Animal" AusGEM_00482
"Companion Animal" AusGEM_00691
"Companion Animal" AusGEM_00450
"Companion Animal" AusGEM_00514
"Companion Animal" AusGEM_00660
"Companion Animal" AusGEM_00470
"Companion Animal" AusGEM_00527
"Companion Animal" AusGEM_00650
"Companion Animal" AusGEM_00532
"Companion Animal" AusGEM_00597
"Companion Animal" ERR4254600
"Companion Animal" AusGEM_00545
"Companion Animal" AusGEM_00398
"Companion Animal" AusGEM_00343
"Companion Animal" AusGEM_00431
"Companion Animal" AusGEM_00434
"Companion Animal" AusGEM_00435
"Companion Animal" AusGEM_00449
"Companion Animal" AusGEM_00518
"Companion Animal" AusGEM_00685
"Companion Animal" AusGEM_00342
"Companion Animal" AusGEM_00689
"Companion Animal" AusGEM_00522
"Companion Animal" AusGEM_00464
"Companion Animal" AusGEM_00579
"Companion Animal" AusGEM_00455
"Companion Animal" AusGEM_00624
"Companion Animal" AusGEM_00399
"Companion Animal" AusGEM_00701
"Companion Animal" AusGEM_00676
"Companion Animal" AusGEM_00389
"Companion Animal" AusGEM_00544
"Companion Animal" AusGEM_00504
"Companion Animal" AusGEM_00731
"Companion Animal" AusGEM_00617
"Companion Animal" AusGEM_00471
"Companion Animal" AusGEM_00460
"Companion Animal" AusGEM_00409
"Companion Animal" AusGEM_00648
"Companion Animal" AusGEM_00513
"Companion Animal" AusGEM_00478
"Companion Animal" AusGEM_00602
"Companion Animal" AusGEM_00598
"Companion Animal" AusGEM_00718
"Companion Animal" AusGEM_00646
"Companion Animal" AusGEM_00490
"Companion Animal" AusGEM_00367
"Companion Animal" SRR11608155
"Companion Animal" AusGEM_00512
"Companion Animal" AusGEM_00352
"Companion Animal" AusGEM_00348
"Companion Animal" AusGEM_00353
"Companion Animal" AusGEM_00530
"Companion Animal" AusGEM_00582
"Companion Animal" AusGEM_00357
"Companion Animal" AusGEM_00385
"Companion Animal" AusGEM_00674
"Companion Animal" AusGEM_00697
"Companion Animal" AusGEM_00659
"Companion Animal" AusGEM_00368
"Companion Animal" AusGEM_00445
"Companion Animal" AusGEM_00395
"Companion Animal" AusGEM_00427
"Companion Animal" AusGEM_00592
"Companion Animal" AusGEM_00716
"Companion Animal" AusGEM_00502
"Companion Animal" SRR11947109
"Companion Animal" SRR11608164
"Companion Animal" AusGEM_00382
"Companion Animal" AusGEM_00557
"Companion Animal" AusGEM_00623
"Companion Animal" SRR11947108
"Companion Animal" AusGEM_00396
"Companion Animal" AusGEM_00594
"Companion Animal" AusGEM_00717
"Companion Animal" AusGEM_00384
"Companion Animal" AusGEM_00537
"Companion Animal" AusGEM_00349
"Companion Animal" AusGEM_00644
"Companion Animal" AusGEM_00463
"Companion Animal" AusGEM_00573
"Companion Animal" AusGEM_00361
"Companion Animal" AusGEM_00339
"Companion Animal" AusGEM_00432
"Companion Animal" AusGEM_00724
"Companion Animal" AusGEM_00500
"Companion Animal" AusGEM_00630
"Companion Animal" AusGEM_00345
"Companion Animal" AusGEM_00476
"Companion Animal" AusGEM_00454
"Companion Animal" SRR11608157
"Companion Animal" AusGEM_00479
"Companion Animal" AusGEM_00443
"Companion Animal" AusGEM_00422
"Companion Animal" AusGEM_00577
"Companion Animal" SRR11608158
"Companion Animal" AusGEM_00466
"Companion Animal" AusGEM_00499
"Companion Animal" AusGEM_00442
"Companion Animal" AusGEM_00415
"Companion Animal" AusGEM_00486
"Companion Animal" AusGEM_00639
"Companion Animal" AusGEM_00391
"Companion Animal" AusGEM_00386
"Companion Animal" AusGEM_00588
"Companion Animal" AusGEM_00736
"Companion Animal" AusGEM_00535
"Companion Animal" AusGEM_00628
"Companion Animal" AusGEM_00600
"Companion Animal" AusGEM_00498
"Companion Animal" AusGEM_00661
"Companion Animal" AusGEM_00727
"Companion Animal" AusGEM_00501
"Companion Animal" AusGEM_00569
"Companion Animal" AusGEM_00607
"Companion Animal" AusGEM_00637
"Companion Animal" AusGEM_00698
"Companion Animal" AusGEM_00652
"Companion Animal" AusGEM_00586
"Companion Animal" AusGEM_00556
"Companion Animal" AusGEM_00681
"Companion Animal" AusGEM_00410
"Companion Animal" AusGEM_00423
"Companion Animal" AusGEM_00667
"Companion Animal" AusGEM_00549
"Companion Animal" AusGEM_00424
"Companion Animal" AusGEM_00444
"Companion Animal" AusGEM_00591
"Companion Animal" AusGEM_00703
"Companion Animal" AusGEM_00468
"Companion Animal" AusGEM_00369
"Companion Animal" AusGEM_00475
"Companion Animal" AusGEM_00585
"Companion Animal" AusGEM_00567
"Companion Animal" AusGEM_00521
"Companion Animal" AusGEM_00375
"Companion Animal" AusGEM_00539
"Companion Animal" AusGEM_00702
"Companion Animal" AusGEM_00393
"Companion Animal" AusGEM_00359
"Companion Animal" AusGEM_00346
"Companion Animal" AusGEM_00538
"Companion Animal" AusGEM_00609
"Companion Animal" AusGEM_00686
"Companion Animal" AusGEM_00615
"Companion Animal" AusGEM_00516
"Companion Animal" SRR4241862
"Companion Animal" AusGEM_00696
"Companion Animal" AusGEM_00723
"Companion Animal" SRR11608166
"Companion Animal" AusGEM_00480
"Companion Animal" AusGEM_00612
"Companion Animal" AusGEM_00540
"Companion Animal" AusGEM_00441
"Companion Animal" AusGEM_00568
"Companion Animal" AusGEM_00447
"Companion Animal" AusGEM_00533
"Companion Animal" AusGEM_00669
"Companion Animal" AusGEM_00550
"Companion Animal" AusGEM_00663
"Companion Animal" AusGEM_00436
"Companion Animal" AusGEM_00417
"Companion Animal" AusGEM_00635
"Companion Animal" AusGEM_00484
"Companion Animal" AusGEM_00647
"Companion Animal" AusGEM_00461
"Companion Animal" AusGEM_00694
"Companion Animal" AusGEM_00554
"Companion Animal" AusGEM_00605
"Companion Animal" AusGEM_00610
"Companion Animal" SRR11608169
"Companion Animal" AusGEM_00481
"Companion Animal" AusGEM_00406
"Companion Animal" SRR933543
"Companion Animal" AusGEM_00429
"Companion Animal" AusGEM_00508
"Companion Animal" AusGEM_00666
"Companion Animal" AusGEM_00344
"Companion Animal" AusGEM_00735
"Companion Animal" AusGEM_00704
"Companion Animal" AusGEM_00670
"Companion Animal" AusGEM_00403
"Companion Animal" AusGEM_00638
"Companion Animal" AusGEM_00619
"Companion Animal" SRR11947112
"Companion Animal" AusGEM_00555
"Companion Animal" AusGEM_00712
"Companion Animal" AusGEM_00487
"Companion Animal" AusGEM_00636
"Companion Animal" AusGEM_00411
"Companion Animal" AusGEM_00363
"Companion Animal" AusGEM_00401
"Companion Animal" AusGEM_00453
"Companion Animal" AusGEM_00552
"Companion Animal" AusGEM_00601
"Companion Animal" AusGEM_00687
"Companion Animal" SRR11608159
"Companion Animal" AusGEM_00679
"Companion Animal" AusGEM_00626
"Companion Animal" AusGEM_00405
"Companion Animal" AusGEM_00546
"Companion Animal" AusGEM_00699
"Companion Animal" AusGEM_00492
"Companion Animal" AusGEM_00365
"Companion Animal" AusGEM_00653
"Companion Animal" AusGEM_00366
"Companion Animal" AusGEM_00407
"Companion Animal" AusGEM_00477
"Companion Animal" AusGEM_00469
"Companion Animal" AusGEM_00654
"Companion Animal" AusGEM_00419
"Companion Animal" AusGEM_00474
"Companion Animal" AusGEM_00505
"Companion Animal" AusGEM_00485
"Companion Animal" AusGEM_00571
"Companion Animal" AusGEM_00593
"Companion Animal" AusGEM_00414
"Companion Animal" AusGEM_00671
"Companion Animal" AusGEM_00439
"Companion Animal" AusGEM_00430
"Companion Animal" AusGEM_00668
"Companion Animal" AusGEM_00374
"Companion Animal" AusGEM_00350
"Companion Animal" AusGEM_00392
"Companion Animal" AusGEM_00726
"Companion Animal" AusGEM_00524
"Companion Animal" AusGEM_00347
"Companion Animal" AusGEM_00570
"Companion Animal" AusGEM_00376
"Companion Animal" AusGEM_00596
"Companion Animal" AusGEM_00457
"Companion Animal" AusGEM_00631
"Companion Animal" AusGEM_00390
"Companion Animal" AusGEM_00542
"Companion Animal" AusGEM_00536
"Companion Animal" AusGEM_00497
"Companion Animal" AusGEM_00632
"Companion Animal" AusGEM_00553
"Companion Animal" AusGEM_00678
"Companion Animal" AusGEM_00616
"Companion Animal" AusGEM_00446
"Companion Animal" AusGEM_00459
"Companion Animal" AusGEM_00503
"Companion Animal" AusGEM_00534
"Companion Animal" AusGEM_00418
"Companion Animal" AusGEM_00633
"Companion Animal" AusGEM_00649
"Companion Animal" AusGEM_00720
"Companion Animal" AusGEM_00590
"Companion Animal" AusGEM_00656
"Companion Animal" AusGEM_00680
"Companion Animal" AusGEM_00340
"Companion Animal" AusGEM_00381
"Companion Animal" AusGEM_00473
"Companion Animal" AusGEM_00529
"Companion Animal" AusGEM_00642
"Companion Animal" AusGEM_00672
"Companion Animal" AusGEM_00515
"Companion Animal" AusGEM_00606
"Companion Animal" AusGEM_00387
"Companion Animal" AusGEM_00641
"Companion Animal" AusGEM_00595
"Companion Animal" AusGEM_00341
"Companion Animal" SRR4241825
"Companion Animal" AusGEM_00456
"Companion Animal" AusGEM_00576
"Companion Animal" AusGEM_00706
"Companion Animal" AusGEM_00664
"Companion Animal" AusGEM_00651
"Companion Animal" AusGEM_00715
"Companion Animal" AusGEM_00531
"Companion Animal" AusGEM_00603
"Companion Animal" AusGEM_00620
"Companion Animal" AusGEM_00541
"Companion Animal" AusGEM_00408
"Companion Animal" AusGEM_00551
"Companion Animal" AusGEM_00394
"Companion Animal" SRR11947107
"Companion Animal" AusGEM_00370
"Companion Animal" AusGEM_00608
"Companion Animal" AusGEM_00426
"Companion Animal" AusGEM_00581
"Companion Animal" AusGEM_00563
"Companion Animal" AusGEM_00458
"Companion Animal" AusGEM_00356
"Companion Animal" AusGEM_00416
"Companion Animal" AusGEM_00380
"Companion Animal" AusGEM_00489
"Companion Animal" AusGEM_00584
"Companion Animal" AusGEM_00547
"Companion Animal" AusGEM_00658
"Companion Animal" AusGEM_00645
"Companion Animal" SRR11608168
"Companion Animal" SRR4241831
"Companion Animal" AusGEM_00452
"Companion Animal" AusGEM_00543
"Companion Animal" AusGEM_00575
"Companion Animal" AusGEM_00360
"Companion Animal" AusGEM_00629
"Companion Animal" SRR11608156
"Companion Animal" SRR11947110
"Companion Animal" AusGEM_00705
